Author,Period,Work,Tokenized Text,Text,Lemmatized Text
Tertullian,Patristic,Apologet,"['vacante', 'autem', 'meriti', 'notitia', 'unde', 'odii', 'iustitia', 'defenditur', 'quae', 'non', 'de', 'eventu', 'sed', 'de', 'conscientia', 'probanda', 'est', '?']",vacante autem meriti notitia unde odii iustitia defenditur quae non de eventu sed de conscientia probanda est ?,"['vacante', 'autem', 'meritum', 'notitia', 'unde', 'odium', 'iustitia', 'defendo', 'qui', 'non', 'de', 'eventu', 'sed', 'de', 'conscientia', 'probo', 'sum', '?']"
Tertullian,Patristic,Apologet,"['cum', 'ergo', 'propterea', 'oderunt', 'homines', 'quia', 'ignorant', 'quale', 'sit', 'quod', 'oderunt', 'cur', 'non', 'liceat', 'eiusmodi', 'illud', 'esse', 'quod', 'non', 'debeant', 'odisse', '?']",cum ergo propterea oderunt homines quia ignorant quale sit quod oderunt cur non liceat eiusmodi illud esse quod non debeant odisse ?,"['cum', 'ergo', 'propterea', 'odi', 'homo', 'quia', 'ignoro', 'qualis', 'sum', 'qui', 'odi', 'cur', 'non', 'licet', 'eiusmodi', 'ille', 'sum', 'qui', 'non', 'debeo', 'odi', '?']"
Tertullian,Patristic,Apologet,"['ita', 'utrumque', 'ex', 'alterutro', 'redarguimus', 'et', 'ignorare', 'illos', 'dum', 'oderunt', 'et', 'iniuste', 'odisse', 'dum', 'ignorant', '.']",ita utrumque ex alterutro redarguimus et ignorare illos dum oderunt et iniuste odisse dum ignorant .,"['ita', 'uterque', 'ex', 'alterut', 'redargo', 'et', 'ignoro', 'ille', 'dum', 'odi', 'et', 'iniuste', 'odi', 'dum', 'ignoro', '.']"
Tertullian,Patristic,Apologet,"['testimonium', 'ignorantiae', 'est', 'quae', 'iniquitatem', 'dum', 'excusat', 'condemnat', 'cum', 'omnes', 'qui', 'retro', 'oderant', 'quia', 'ignorabant', 'quale', 'sit', 'quod', 'oderant', 'simul', 'desinunt', 'ignorare', 'cessant', 'et', 'odisse', '.']",testimonium ignorantiae est quae iniquitatem dum excusat condemnat cum omnes qui retro oderant quia ignorabant quale sit quod oderant simul desinunt ignorare cessant et odisse .,"['testimonium', 'ignorantia', 'sum', 'qui', 'iniquitas', 'dum', 'excuso', 'condemno', 'cum', 'omnis', 'qui', 'retro', 'odiror', 'quia', 'ignoro', 'qualis', 'sum', 'qui', 'odiror', 'simul', 'desino', 'ignoro', 'cesso', 'et', 'odi', '.']"
Tertullian,Patristic,Apologet,"['ex', 'his', 'fiunt', 'christiani', 'utique', 'de', 'conperto', 'et', 'incipiunt', 'odisse', 'quod', 'fuerant', 'et', 'profiteri', 'quod', 'oderant', 'et', 'sunt', 'tanti', 'quanti', 'et', 'denotamur', '.']",ex his fiunt christiani utique de conperto et incipiunt odisse quod fuerant et profiteri quod oderant et sunt tanti quanti et denotamur .,"['ex', 'hic', 'facio', 'christianus', 'utique', 'de', 'conperto', 'et', 'incipio', 'odi', 'quod', 'sum', 'et', 'profiteor', 'qui', 'odiror', 'et', 'sum', 'tantus', 'quantus', 'et', 'denoto', '.']"
Tertullian,Patristic,Apologet,"['obsessam', 'vociferantur', 'civitatem', 'in', 'agris', 'in', 'castellis', 'in', 'insulis', 'christianos', 'omnem', 'sexum', 'aetatem', 'condicionem', 'etiam', 'dignitatem', 'transgredi', 'ad', 'hoc', 'nomen', 'quasi', 'detrimento', 'maerent', '.']",obsessam vociferantur civitatem in agris in castellis in insulis christianos omnem sexum aetatem condicionem etiam dignitatem transgredi ad hoc nomen quasi detrimento maerent .,"['obsedo', 'vociferantur', 'civitatem', 'in', 'ager', 'in', 'castella', 'in', 'insula', 'christianus', 'omnis', 'sexus', 'aetas', 'condicio', 'etiam', 'dignitas', 'transgredior', 'ad', 'hic', 'nomen', 'quasi', 'detrimentum', 'maero', '.']"
Tertullian,Patristic,Apologet,"['nec', 'tamen', 'hoc', 'modo', 'ad', 'aestimationem', 'alicuius', 'latentis', 'boni', 'promovent', 'animos', '.']",nec tamen hoc modo ad aestimationem alicuius latentis boni promovent animos .,"['nec', 'tamen', 'hic', 'modus', 'ad', 'aestimatio', 'aliqui', 'lateo', 'bonum', 'promovent', 'animus', '.']"
Tertullian,Patristic,Apologet,"['non', 'licet', 'rectius', 'suspicari', 'non', 'libet', 'propius', 'experiri', '.']",non licet rectius suspicari non libet propius experiri .,"['non', 'licet', 'rectus', 'suspicor', 'non', 'libeo', 'prope', 'experior', '.']"
Tertullian,Patristic,Apologet,"['hic', 'tantum', 'curiositas', 'humana', 'torpescit', '.']",hic tantum curiositas humana torpescit .,"['hic', 'tantum', 'curiositas', 'humanus', 'torpesco', '.']"
Tertullian,Patristic,Apologet,"['amant', 'ignorare', 'cum', 'alii', 'gaudeant', 'cognovisse', '.']",amant ignorare cum alii gaudeant cognovisse .,"['amo', 'ignoro', 'cum', 'alius', 'gaudeo', 'cognosco', '.']"
Tertullian,Patristic,Apologet,"['quanto', 'magis', 'hos', 'anacharsis', 'denotasset', 'inprudentes', 'de', 'prudentibus', 'iudicantes', 'quam', 'inmusicos', 'de', 'musicis', '!']",quanto magis hos anacharsis denotasset inprudentes de prudentibus iudicantes quam inmusicos de musicis !,"['quanto', 'magis', 'hic', 'anacharsus', 'denoto', 'inprudens', 'de', 'prudentum', 'iudico', 'quam', 'inmusicus', 'de', 'musix', '!']"
Tertullian,Patristic,Apologet,"['malunt', 'nescire', 'quia', 'iam', 'oderunt', '.']",malunt nescire quia iam oderunt .,"['maleo', 'nescio', 'quia', 'iam', 'odi', '.']"
Tertullian,Patristic,Apologet,"['adeo', 'quod', 'nesciant', 'praeiudicant', 'id', 'esse', 'quod', 'si', 'sciant', 'odisse', 'non', 'poterant', 'quando', 'si', 'nullum', 'odii', 'debitum', 'deprehendatur', 'optimum', 'utique', 'sit', 'desinere', 'iniuste', 'odisse', 'si', 'vero', 'de', 'merito', 'constet', 'non', 'modo', 'nihil', 'odii', 'detrahatur', 'sed', 'amplius', 'adquiratur', 'ad', 'perseverantiam', 'etiam', 'iustitiae', 'ipsius', 'auctoritate', '.']",adeo quod nesciant praeiudicant id esse quod si sciant odisse non poterant quando si nullum odii debitum deprehendatur optimum utique sit desinere iniuste odisse si vero de merito constet non modo nihil odii detrahatur sed amplius adquiratur ad perseverantiam etiam iustitiae ipsius auctoritate .,"['adeo', 'quod', 'nescio', 'praeiudico', 'is', 'sum', 'qui', 'si', 'scio', 'odi', 'non', 'possum', 'quando', 'si', 'nullus', 'odium', 'debeo', 'deprehendo', 'bonus', 'utique', 'sum', 'desino', 'iniuste', 'odi', 'si', 'vero', 'de', 'meritum', 'consto', 'non', 'modus', 'nihil', 'odium', 'detraho', 'sed', 'ample', 'adquiro', 'ad', 'perseverantiam', 'etiam', 'iustitia', 'ipse', 'auctoritas', '.']"
Tertullian,Patristic,Apologet,"['sed', 'non', 'ideo', 'inquit', 'bonum', 'quia', 'multos', 'convertit', 'quanti', 'enim', 'ad', 'malum', 'performantur', '?']",sed non ideo inquit bonum quia multos convertit quanti enim ad malum performantur ?,"['sed', 'non', 'ideo', 'inquam', 'bonum', 'quia', 'multus', 'convertit', 'quantus', 'enim', 'ad', 'malum', 'performo', '?']"
Tertullian,Patristic,Apologet,"['quanti', 'transfugae', 'in', 'perversum', '?']",quanti transfugae in perversum ?,"['quantus', 'transfuga', 'in', 'perversum', '?']"
Tertullian,Patristic,Apologet,"['quis', 'negat', '?']",quis negat ?,"['quis', 'nego', '?']"
Tertullian,Patristic,Apologet,"['tamen', 'quod', 'vere', 'malum', 'est', 'ne', 'ipsi', 'quidem', 'quos', 'rapit', 'defendere', 'pro', 'bono', 'audent', '.']",tamen quod vere malum est ne ipsi quidem quos rapit defendere pro bono audent .,"['tamen', 'qui', 'vere', 'malum', 'sum', 'ne', 'ipse', 'quidem', 'qui', 'rapio', 'defendo', 'pro', 'bonum', 'audeo', '.']"
Tertullian,Patristic,Apologet,"['omne', 'malum', 'aut', 'timore', 'aut', 'pudore', 'natura', 'perfudit', '.']",omne malum aut timore aut pudore natura perfudit .,"['omnis', 'malum', 'aut', 'timor', 'aut', 'pudor', 'natura', 'perfundo', '.']"
Tertullian,Patristic,Apologet,"['denique', 'malefici', 'gestiunt', 'latere', 'devitant', 'apparere', 'trepidant', 'deprehensi', 'negant', 'accusati', 'ne', 'torti', 'quidem', 'facile', 'aut', 'semper', 'confitentur', 'certe', 'damnati', 'maerent', '.']",denique malefici gestiunt latere devitant apparere trepidant deprehensi negant accusati ne torti quidem facile aut semper confitentur certe damnati maerent .,"['denique', 'maleficus', 'gestio', 'lateo', 'devitant', 'appareo', 'trepido', 'deprehendo', 'nego', 'accuso', 'ne', 'tortis', 'quidem', 'facile', 'aut', 'semper', 'confiteor', 'certe', 'damno', 'maero', '.']"
Tertullian,Patristic,Apologet,"['dinumerant', 'in', 'semetipsos', 'mentis', 'malae', 'impetus', 'vel', 'fato', 'vel', 'astris', 'imputant', 'nolunt', 'enim', 'suum', 'esse', 'quod1', 'malum', 'agnoscunt', '.']",dinumerant in semetipsos mentis malae impetus vel fato vel astris imputant nolunt enim suum esse quod1 malum agnoscunt .,"['dinumero', 'in', 'semetipse', 'mens', 'malus', 'impetus', 'vel', 'fatum', 'vel', 'astrum', 'imputo', 'nolo', 'enim', 'suus', 'sum', 'quod1', 'malum', 'agnosco', '.']"
Tertullian,Patristic,Apologet,"['christianus', 'vero', 'quid', 'simile', '?']",christianus vero quid simile ?,"['christianus', 'vero', 'quis', 'similis', '?']"
Tertullian,Patristic,Apologet,"['neminem', 'pudet', 'neminem', 'paenitet', 'nisi', 'plane', 'retro', 'non', 'fuisse', '.']",neminem pudet neminem paenitet nisi plane retro non fuisse .,"['nemo', 'pudo', 'nemo', 'paeniteo', 'nisi', 'plane', 'retro', 'non', 'sum', '.']"
Tertullian,Patristic,Apologet,"['si', 'denotatur', 'gloriatur', 'si', 'accusatur', 'non', 'defendit', 'interrogatus', 'vel', 'ultro', 'confitetur', 'damnatus', 'gratias', 'agit', '.']",si denotatur gloriatur si accusatur non defendit interrogatus vel ultro confitetur damnatus gratias agit .,"['si', 'denoto', 'glorior', 'si', 'accuso', 'non', 'defendo', 'interrogo', 'vel', 'ultro', 'confiteor', 'damno', 'gratia', 'ago', '.']"
Tertullian,Patristic,Apologet,"['quid', 'hoc', 'mali', 'est', 'quod', 'naturalia', 'mali', 'non', 'habet', 'timorem', 'pudorem', 'tergiversationem', 'paenitentiam', 'deplorationem', '?']",quid hoc mali est quod naturalia mali non habet timorem pudorem tergiversationem paenitentiam deplorationem ?,"['quis', 'hic', 'malum', 'sum', 'quod', 'naturalis', 'malum', 'non', 'habeo', 'timor', 'pudor', 'tergiversationem', 'paenitentia', 'deploratio', '?']"
Tertullian,Patristic,Apologet,"['quid', '?']",quid ?,"['quis', '?']"
Tertullian,Patristic,Apologet,"['hoc', 'malum', 'est', 'cuius', 'reus', 'gaudet', '?']",hoc malum est cuius reus gaudet ?,"['hic', 'malum', 'sum', 'qui', 'reus', 'gaudeo', '?']"
Tertullian,Patristic,Apologet,"['cuius', 'accusatio', 'votum', 'est', 'et', 'poena', 'felicitas', '?']",cuius accusatio votum est et poena felicitas ?,"['qui', 'accusatio', 'votum', 'sum', 'et', 'poena', 'felicitas', '?']"
Tertullian,Patristic,Apologet,"['non', 'potes', 'dementiam', 'dicere', 'qui', 'revinceris', 'ignorare', '.']",non potes dementiam dicere qui revinceris ignorare .,"['non', 'possum', 'dementia', 'dico', 'qui', 'revinceris', 'ignoro', '.']"
Tertullian,Patristic,Apologet,"['si', 'certum', 'est', 'denique', 'nos', 'nocentissimos', 'esse', 'cur', 'a', 'vobis', 'ipsis', 'aliter', 'tractamur', 'quam', 'pares', 'nostri', 'id', 'est', 'ceteri', 'nocentes', 'cum', 'eiusdem', 'noxae', 'eadem', 'tractatio', 'deberet', 'intervenire', '?']",si certum est denique nos nocentissimos esse cur a vobis ipsis aliter tractamur quam pares nostri id est ceteri nocentes cum eiusdem noxae eadem tractatio deberet intervenire ?,"['si', 'certus', 'sum', 'denique', 'nos', 'noceo', 'sum', 'cur', 'ab', 'vobis', 'ipse', 'aliter', 'tracto', 'quam', 'par', 'noster', 'is', 'sum', 'ceterus', 'noceo', 'cum', 'idem', 'nox', 'idem', 'tractatio', 'debeo', 'intervenire', '?']"
Tertullian,Patristic,Apologet,"['quodcunque', 'dicimur', 'cum', 'alii', 'dicuntur', 'et', 'proprio', 'ore', 'et', 'mercenaria', 'advocatione', 'utuntur', 'ad', 'innocentiae', 'suae', 'commendationem', '.']",quodcunque dicimur cum alii dicuntur et proprio ore et mercenaria advocatione utuntur ad innocentiae suae commendationem .,"['quicunque', 'dico', 'cum', 'alius', 'dico', 'et', 'proprius', 'os', 'et', 'mercenarius', 'advocatione', 'utor', 'ad', 'innocentia', 'suus', 'commendatio', '.']"
Tertullian,Patristic,Apologet,"['respondendi', 'altercandi', 'facultas', 'patet', 'quando', 'nec', 'liceat', 'indefensos', 'et', 'inauditos', 'omnino', 'damnari', '.']",respondendi altercandi facultas patet quando nec liceat indefensos et inauditos omnino damnari .,"['respondeo', 'alterco', 'facultas', 'pateo', 'quando', 'nec', 'licet', 'indefens', 'et', 'inauditus', 'omnino', 'damno', '.']"
Tertullian,Patristic,Apologet,"['sed', 'christianis', 'solis', 'nihil', 'permittitur', 'loqui', 'quod', 'causam', 'purget', 'quod', 'veritatem', 'defendat', 'quod', 'iudicem', 'non', 'faciat', 'iniustum', 'sed', 'illud', 'solum', 'expectatur', 'quod', 'odio', 'publico', 'necessarium', 'est', 'confessio', 'nominis', 'non', 'examinatio', 'criminis', 'quando', 'si', 'de', 'aliquo', 'nocente', 'cognoscatis', 'non', 'statim', 'confesso', 'eo', 'nomen', 'homicidae', 'vel', 'sacrilegi', 'vel', 'incesti', 'vel', 'publici', 'hostis', 'ut', 'de', 'nostris', 'elogiis', 'loquar', 'contenti', 'sitis', 'ad', 'pronuntiandum', 'nisi', 'et', 'consequentia', 'exigatis', 'qualitatem', 'facti', 'numerum', 'locum', 'modum', 'tempus', 'conscios', 'socios', '.']",sed christianis solis nihil permittitur loqui quod causam purget quod veritatem defendat quod iudicem non faciat iniustum sed illud solum expectatur quod odio publico necessarium est confessio nominis non examinatio criminis quando si de aliquo nocente cognoscatis non statim confesso eo nomen homicidae vel sacrilegi vel incesti vel publici hostis ut de nostris elogiis loquar contenti sitis ad pronuntiandum nisi et consequentia exigatis qualitatem facti numerum locum modum tempus conscios socios .,"['sed', 'christianus', 'sol', 'nihil', 'permitto', 'loquor', 'quod', 'causa', 'purgo', 'quod', 'veritatem', 'defendo', 'quod', 'iudex', 'non', 'facio', 'iniustus', 'sed', 'ille', 'solum', 'exspecto', 'quod', 'odium', 'publicus', 'necessarius', 'sum', 'confessio', 'nomen', 'non', 'examinatio', 'crimen', 'quando', 'si', 'de', 'aliquis', 'noceo', 'cognosco', 'non', 'statim', 'confiteor', 'is', 'nomen', 'homicidus', 'vel', 'sacrilegus', 'vel', 'incestus', 'vel', 'publicus', 'hos', 'ut', 'de', 'noster', 'eloger', 'loquor', 'contineo', 'sitis', 'ad', 'pronuntio', 'nisi', 'et', 'consequor', 'exigo', 'qualitas', 'facio', 'numerus', 'locus', 'modus', 'tempus', 'conscius', 'socius', '.']"
Tertullian,Patristic,Apologet,"['de', 'nobis', 'nihil', 'tale', 'cum', 'aeque', 'extorqueri', 'oporteret', 'quod', 'cum', 'falso', 'iactatur', 'quot', 'quisque', 'iam', 'infanticidia', 'degustasset', 'quot', 'incesta', 'contenebrasset', 'qui', 'coci', 'qui', 'canes', 'adfuissent', '.']",de nobis nihil tale cum aeque extorqueri oporteret quod cum falso iactatur quot quisque iam infanticidia degustasset quot incesta contenebrasset qui coci qui canes adfuissent .,"['de', 'nos', 'nihil', 'talis', 'cum', 'aeque', 'extorqueo', 'oportet', 'quod', 'cum', 'falso', 'iacto', 'quot', 'quisque', 'iam', 'infanticidus', 'degusto', 'quot', 'incestus', 'contenebro', 'qui', 'coc', 'qui', 'canis', 'adfuisso', '.']"
Tertullian,Patristic,Apologet,"['o', 'quanta', 'illius', 'praesidis', 'gloria', 'si', 'eruisset', 'aliquem', 'qui', 'centum', 'iam', 'infantes', 'comedisset', '!']",o quanta illius praesidis gloria si eruisset aliquem qui centum iam infantes comedisset !,"['o', 'quantus', 'ille', 'praesidus', 'gloria', 'si', 'eruor', 'aliquis', 'qui', 'centum', 'iam', 'infans', 'comedo', '!']"
Tertullian,Patristic,Apologet,"['atquin', 'invenimus', 'inquisitionem', 'quoque', 'in', 'nos', 'prohibitam', '.']",atquin invenimus inquisitionem quoque in nos prohibitam .,"['atquin', 'invenimus', 'inquisitio', 'quoque', 'in', 'nos', 'prohibeo', '.']"
Tertullian,Patristic,Apologet,"['plinius', 'enim', 'secundus', 'cum', 'provinciam', 'regeret', 'damnatis', 'quibusdam', 'christianis', 'quibusdam', 'gradu', 'pulsis', 'ipsa', 'tamen', 'multitudine', 'perturbatus', 'quid', 'de', 'cetero', 'ageret', 'consuluit', 'tunc', 'traianum', 'imperatorem', 'adlegans', 'praeter', 'obstinationem', 'non', 'sacrificandi', 'nihil', 'aliud', 'se', 'de', 'sacramentis', 'eorum', 'conperisse', 'quam', 'coetus', 'antelucanos', 'ad', 'canendum', 'christo', 'et', '1', 'deo', 'et', 'ad', 'confoederandam', 'disciplinam', 'homicidium', 'adulteriumfraudemperfidiam', 'et', 'cetera', 'scelera', 'prohibentes', '.']",plinius enim secundus cum provinciam regeret damnatis quibusdam christianis quibusdam gradu pulsis ipsa tamen multitudine perturbatus quid de cetero ageret consuluit tunc traianum imperatorem adlegans praeter obstinationem non sacrificandi nihil aliud se de sacramentis eorum conperisse quam coetus antelucanos ad canendum christo et 1 deo et ad confoederandam disciplinam homicidium adulteriumfraudemperfidiam et cetera scelera prohibentes .,"['plinus', 'enim', 'secundus', 'cum', 'provinciam', 'rego', 'damno', 'quidam', 'christianus', 'quidam', 'gradus', 'puldeo', 'ipse', 'tamen', 'multitudo', 'perturbo', 'quis', 'de', 'ceterus', 'ago', 'consulo', 'tunc', 'traianum', 'imperator', 'adlego', 'praeter', 'obstinatio', 'non', 'sacrifico', 'nihil', 'alius', 'se', 'de', 'sacramentum', 'is', 'conpergo', 'quam', 'coetus', 'antelucanus', 'ad', 'caneo', 'christus', 'et', '1', 'deus', 'et', 'ad', 'confoedo', 'disciplina', 'homicidium', 'adulteriumfraudia', 'et', 'ceterus', 'scelus', 'prohibeo', '.']"
Tertullian,Patristic,Apologet,"['tunc', 'traianus', 'rescripsit', 'hoc', 'genus', 'inquirendos', 'quidem', 'non', 'esse', 'oblatos', 'vero', 'puniri', 'oportere', '.']",tunc traianus rescripsit hoc genus inquirendos quidem non esse oblatos vero puniri oportere .,"['tunc', 'traianus', 'rescribo', 'hic', 'genus', 'inquiro', 'quidem', 'non', 'sum', 'offero', 'vero', 'punio', 'oportet', '.']"
Tertullian,Patristic,Apologet,"['o', 'sententiam', 'necessitate', 'confusam', '!']",o sententiam necessitate confusam !,"['o', 'sententia', 'necessitas', 'confundo', '!']"
Tertullian,Patristic,Apologet,"['negat', 'inquirendos', 'ut', 'innocentes', 'et', 'mandat', 'puniendos', 'ut', 'nocentes', '.']",negat inquirendos ut innocentes et mandat puniendos ut nocentes .,"['nego', 'inquiro', 'ut', 'innocens', 'et', 'mando', 'punio', 'ut', 'noceo', '.']"
Tertullian,Patristic,Apologet,"['parcit', 'et', 'saevit', 'dissimulat', 'et', 'animadvertit', '.']",parcit et saevit dissimulat et animadvertit .,"['parco', 'et', 'saero', 'dissimulo', 'et', 'animadvertit', '.']"
Tertullian,Patristic,Apologet,"['quid', 'temetipsum', 'censura', 'circumvenis', '?', '2', 'si', 'damnas', 'cur', 'non', 'et', 'inquiris', '?']",quid temetipsum censura circumvenis ? 2 si damnas cur non et inquiris ?,"['quis', 'tumetipse', 'censura', 'circum', 'venis', '?', '2', 'si', 'damno', 'cur', 'non', 'et', 'inquiro', '?']"
Tertullian,Patristic,Apologet,"['si', 'non', 'inquiris', 'cur', 'non', 'et', 'absolvis', '?']",si non inquiris cur non et absolvis ?,"['si', 'non', 'inquiro', 'cur', 'non', 'et', 'absolvis', '?']"
Tertullian,Patristic,Apologet,"['latronibus', 'vestigandis', 'per', 'universas', 'provincias', 'militaris', 'statio', 'sortitur', '.']",latronibus vestigandis per universas provincias militaris statio sortitur .,"['latro', 'vestigandis', 'per', 'universas', 'provincias', 'militaris', 'statius', 'sortior', '.']"
Tertullian,Patristic,Apologet,"['in', 'reos', 'maiestatis', 'et', 'publicos', 'hostes', 'omnis', 'homo', 'miles', 'est', 'ad', 'socios', 'ad', 'conscios', 'usque', 'inquisitio', 'extenditur', '.']",in reos maiestatis et publicos hostes omnis homo miles est ad socios ad conscios usque inquisitio extenditur .,"['in', 'reus', 'maiestas', 'et', 'publicus', 'hos', 'omnis', 'homo', 'miles', 'sum', 'ad', 'socius', 'ad', 'conscius', 'usque', 'inquisitio', 'extendo', '.']"
Tertullian,Patristic,Apologet,"['solum', 'christianum', 'inquiri', 'non', 'licet', 'offerri', 'licet', 'quasi', 'aliud', 'esset', 'actura', 'inquisitio', 'quam', 'oblationem', '.']",solum christianum inquiri non licet offerri licet quasi aliud esset actura inquisitio quam oblationem .,"['solum', 'christianus', 'inquiro', 'non', 'licet', 'offero', 'licet', 'quasi', 'alius', 'sum', 'acturus', 'inquisitio', 'quam', 'oblatio', '.']"
