Author,Period,Work,Tokenized Text,Text,Lemmatized Text
Juvenal,Silver,Satires,"['quid', 'referam', 'quanta', 'siccum', 'iecur', 'ardeat', 'ira', 'cum', 'populum', 'gregibus', 'comitum', 'premit', 'hic', 'spoliator', 'pupilli', 'prostantis', 'et', 'hic', 'damnatus', 'inani', 'iudicio', '?']",quid referam quanta siccum iecur ardeat ira cum populum gregibus comitum premit hic spoliator pupilli prostantis et hic damnatus inani iudicio ?,"['quis', 'refero', 'quantus', 'siccus', 'iecur', 'ardeo', 'ira', 'cum', 'populus', 'grex', 'comitum', 'premo', 'hic', 'spoliator', 'pupillus', 'prosto', 'et', 'hic', 'damno', 'inanis', 'iudicium', '?']"
Juvenal,Silver,Satires,"['quid', 'enim', 'salvis', 'infamia', 'nummis', '?']",quid enim salvis infamia nummis ?,"['quis', 'enim', 'salvis', 'infamium', 'nummus', '?']"
Juvenal,Silver,Satires,"['exul', 'ab', 'octava', 'marius', 'bibit', 'et', 'fruitur', 'dis', 'iratis', 'at', 'tu', 'victrix', 'provincia', 'ploras', '.']",exul ab octava marius bibit et fruitur dis iratis at tu victrix provincia ploras .,"['exul', 'ab', 'octava', 'mas', 'bibo', 'et', 'fruor', 'des', 'irascor', 'at', 'tu', 'victrix', 'provincia', 'plor', '.']"
Juvenal,Silver,Satires,"['haec', 'ego', 'non', 'credam', 'venusina', 'digna', 'lucerna', '?']",haec ego non credam venusina digna lucerna ?,"['hic', 'ego', 'non', 'credo', 'venusina', 'dignus', 'lucerna', '?']"
Juvenal,Silver,Satires,"['haec', 'ego', 'non', 'agitem', '?']",haec ego non agitem ?,"['hic', 'ego', 'non', 'agitus', '?']"
Juvenal,Silver,Satires,"['sed', 'quid', 'magis', 'heracleas', 'aut', 'diomedeas', 'aut', 'mugitum', 'labyrinthi', 'et', 'mare', 'percussum', 'puero', 'fabrumque', 'volantem', 'cum', 'leno', 'accipiat', 'moechi', 'bona', 'si', 'capiendi', 'ius', 'nullum', 'uxori', 'doctus', 'spectare', 'lacunar', 'doctus', 'et', 'ad', 'calicem', 'vigilanti', 'stertere', 'naso', '?']",sed quid magis heracleas aut diomedeas aut mugitum labyrinthi et mare percussum puero fabrumque volantem cum leno accipiat moechi bona si capiendi ius nullum uxori doctus spectare lacunar doctus et ad calicem vigilanti stertere naso ?,"['sed', 'quis', 'magis', 'heraclea', 'aut', 'diomedeas', 'aut', 'mugitum', 'labyrinth', 'et', 'mare', 'percitto', 'puer', 'fabrus', 'volantem', 'cum', 'lenum', 'accipio', 'moechum', 'bonum', 'si', 'capio', 'ius', 'nullus', 'uxor', 'doceo', 'specto', 'lacuno', 'doceo', 'et', 'ad', 'calix', 'vigilanti', 'sterto', 'nas', '?']"
Juvenal,Silver,Satires,"['cum', 'fas', 'esse', 'putet', 'curam', 'sperare', 'cohortis', 'qui', 'bona', 'donavit', 'praesepibus', 'et', 'caret', 'omni', 'maiorum', 'censu', 'dum', 'pervolat', 'axe', 'citato', 'flaminiam', 'puer', 'automedon', '?']",cum fas esse putet curam sperare cohortis qui bona donavit praesepibus et caret omni maiorum censu dum pervolat axe citato flaminiam puer automedon ?,"['cum', 'fas', 'sum', 'puto', 'cura', 'spero', 'cohortus', 'qui', 'bonum', 'dono', 'praesepus', 'et', 'careo', 'omnis', 'magnus', 'census', 'dum', 'pervolat', 'ax', 'cito', 'flaminia', 'puer', 'automedon', '?']"
Juvenal,Silver,Satires,"['nam', 'lora', 'tenebat', 'ipse', 'lacernatae', 'cum', 'se', 'iactaret', 'amicae', '.']",nam lora tenebat ipse lacernatae cum se iactaret amicae .,"['nam', 'lor', 'teneo', 'ipse', 'lacerno', 'cum', 'se', 'iacto', 'amicus', '.']"
Juvenal,Silver,Satires,"['nonne', 'libet', 'medio', 'ceras', 'inplere', 'capaces', 'quadrivio', 'cum', 'iam', 'sexta', 'cervice', 'feratur', 'hinc', 'atque', 'inde', 'patens', 'ac', 'nuda', 'paene', 'cathedra', 'et', 'multum', 'referens', 'de', 'maecenate', 'supino', 'signator', 'falsi', 'qui', 'se', 'lautum', 'atque', 'beatum', 'exiguis', 'tabulis', 'et', 'gemma', 'fecerit', 'uda', '?']",nonne libet medio ceras inplere capaces quadrivio cum iam sexta cervice feratur hinc atque inde patens ac nuda paene cathedra et multum referens de maecenate supino signator falsi qui se lautum atque beatum exiguis tabulis et gemma fecerit uda ?,"['nonne', 'libeo', 'medius', 'cera', 'inpleo', 'capax', 'quadrivio', 'cum', 'iam', 'sextus', 'cervice', 'fero', 'hinc', 'atque', 'inde', 'pateo', 'atque', 'nudus', 'paes', 'cathedra', 'et', 'multum', 'refero', 'de', 'maecena', 'supinum', 'signator', 'falsus', 'qui', 'se', 'lautus', 'atque', 'beatus', 'exiguus', 'tabulus', 'et', 'gemma', 'facio', 'uda', '?']"
Juvenal,Silver,Satires,"['occurrit', 'matrona', 'potens', 'quae', 'molle', 'calenum', 'porrectura', 'viro', 'miscet', 'sitiente', 'rubetam', 'instituitque', 'rudes', 'melior', 'lucusta', 'propinquas', 'per', 'famam', 'et', 'populum', 'nigros', 'efferre', 'maritos', 'aude', 'aliquid', 'brevibus', 'gyaris', 'et', 'carcere', 'dignum', 'si', 'vis', 'esse', 'aliquid', 'probitas', 'laudatur', 'et', 'alget', '.']",occurrit matrona potens quae molle calenum porrectura viro miscet sitiente rubetam instituitque rudes melior lucusta propinquas per famam et populum nigros efferre maritos aude aliquid brevibus gyaris et carcere dignum si vis esse aliquid probitas laudatur et alget .,"['occurro', 'matrona', 'possum', 'qui', 'mollis', 'calenum', 'porricio', 'viro', 'misceo', 'sitio', 'rubes', 'instituo', 'rudes', 'bonus', 'lucusta', 'propinquus', 'per', 'fama', 'et', 'populus', 'niger', 'effero', 'mareo', 'audeo', 'aliquis', 'brevibus', 'gyara', 'et', 'carcus', 'dignus', 'si', 'vis', 'sum', 'aliquis', 'probitas', 'laudo', 'et', 'algeo', '.']"
Juvenal,Silver,Satires,"['criminibus', 'debent', 'hortos', 'praetoria', 'mensas', 'argentum', 'vetus', 'et', 'stantem', 'extra', 'pocula', 'caprum', 'quem', 'patitur', 'dormire', 'nurus', 'corruptor', 'avarae', 'quem', 'sponsae', 'turpes', 'et', 'praetextatus', 'adulter', '?']",criminibus debent hortos praetoria mensas argentum vetus et stantem extra pocula caprum quem patitur dormire nurus corruptor avarae quem sponsae turpes et praetextatus adulter ?,"['crimen', 'debeo', 'hortos', 'praetorium', 'mensa', 'argentum', 'vetus', 'et', 'sto', 'extra', 'pocula', 'cap', 'qui', 'patior', 'dormio', 'nurus', 'corruptor', 'avarae', 'qui', 'spondeo', 'turpis', 'et', 'praetexto', 'adulter', '?']"
Juvenal,Silver,Satires,"['si', 'natura', 'negat', 'facit', 'indignatio', 'versum', 'qualemcumque', 'potest', 'quales', 'ego', 'vel', 'cluvienus', '.']",si natura negat facit indignatio versum qualemcumque potest quales ego vel cluvienus .,"['si', 'natura', 'nego', 'facio', 'indignatio', 'versum', 'qualiscumque', 'possum', 'qualis', 'ego', 'vel', 'cluvienus', '.']"
Juvenal,Silver,Satires,"['ex', 'quo', 'deucalion', 'nimbis', 'tollentibus', 'aequor', 'navigio', 'montem', 'ascendit', 'sortesque', 'poposcit', 'paulatimque', 'anima', 'caluerunt', 'mollia', 'saxa', 'et', 'maribus', 'nudas', 'ostendit', 'pyrrha', 'puellas', 'quidquid', 'agunt', 'homines', 'votum', 'timor', 'ira', 'voluptas', 'gaudia', 'discursus', 'nostri', 'farrago', 'libelli', 'est', '.']",ex quo deucalion nimbis tollentibus aequor navigio montem ascendit sortesque poposcit paulatimque anima caluerunt mollia saxa et maribus nudas ostendit pyrrha puellas quidquid agunt homines votum timor ira voluptas gaudia discursus nostri farrago libelli est .,"['ex', 'qui', 'deucalion', 'nimes', 'tollo', 'aequor', 'navigio', 'mons', 'ascendo', 'sortesque', 'poposco', 'paulatimque', 'anima', 'caleo', 'mollis', 'sax', 'et', 'mas', 'nudus', 'ostendo', 'pyrrh', 'puella', 'quisquis', 'ago', 'homo', 'votum', 'timor', 'ira', 'voluptas', 'gaudium', 'discursus', 'noster', 'farrago', 'libellum', 'sum', '.']"
Juvenal,Silver,Satires,"['et', 'quando', 'uberior', 'vitiorum', 'copia', '?']",et quando uberior vitiorum copia ?,"['et', 'quando', 'uberior', 'vitiorum', 'copia', '?']"
Juvenal,Silver,Satires,"['quando', 'maior', 'avaritiae', 'patuit', 'sinus', '?']",quando maior avaritiae patuit sinus ?,"['quando', 'magnus', 'avaritiae', 'patior', 'sinus', '?']"
Juvenal,Silver,Satires,"['alea', 'quando', 'hos', 'animos', '?']",alea quando hos animos ?,"['aleus', 'quando', 'hic', 'animus', '?']"
Juvenal,Silver,Satires,"['neque', 'enim', 'loculis', 'comitantibus', 'itur', 'ad', 'casum', 'tabulae', 'posita', 'sed', 'luditur', 'arca', '.']",neque enim loculis comitantibus itur ad casum tabulae posita sed luditur arca .,"['neque', 'enim', 'loculus', 'comitor', 'eo', 'ad', 'casus', 'tabula', 'pono', 'sed', 'ludo', 'arca', '.']"
Juvenal,Silver,Satires,"['proelia', 'quanta', 'illic', 'dispensatore', 'videbis', 'armigero', '!']",proelia quanta illic dispensatore videbis armigero !,"['proelium', 'quantus', 'illic', 'dispensator', 'videbis', 'armiger', '!']"
Juvenal,Silver,Satires,"['simplexne', 'furor', 'sestertia', 'centum', 'perdere', 'et', 'horrenti', 'tunicam', 'non', 'reddere', 'servo', '?']",simplexne furor sestertia centum perdere et horrenti tunicam non reddere servo ?,"['simplex', 'furor', 'sestertia', 'centum', 'perdeo', 'et', 'horro', 'tunicus', 'non', 'reddo', 'servo', '?']"
Juvenal,Silver,Satires,"['quis', 'totidem', 'erexit', 'villas', 'quis', 'fercula', 'septem', 'secreto', 'cenavit', 'avus', '?']",quis totidem erexit villas quis fercula septem secreto cenavit avus ?,"['quis', 'totidem', 'ersisco', 'villas', 'quis', 'fercula', 'septem', 'secretum', 'cenaro', 'avus', '?']"
Juvenal,Silver,Satires,"['nunc', 'sportula', 'primo', 'limine', 'parva', 'sedet', 'turbae', 'rapienda', 'togatae', 'ille', 'tamen', 'faciem', 'prius', 'inspicit', 'et', 'trepidat', 'ne', 'suppositus', 'venias', 'ac', 'falso', 'nomine', 'poscas', 'agnitus', 'accipies', 'iubet', 'a', 'praecone', 'vocari', 'ipsos', 'troiugenas', 'nam', 'vexant', 'limen', 'et', 'ipsi', 'nobiscum', 'da', 'praetori', 'da', 'deinde', 'tribuno', '.']",nunc sportula primo limine parva sedet turbae rapienda togatae ille tamen faciem prius inspicit et trepidat ne suppositus venias ac falso nomine poscas agnitus accipies iubet a praecone vocari ipsos troiugenas nam vexant limen et ipsi nobiscum da praetori da deinde tribuno .,"['nunc', 'sportula', 'primus', 'limen', 'parva', 'sedeo', 'turba', 'rapio', 'togo', 'ille', 'tamen', 'facies', 'prius', 'inspicio', 'et', 'trepido', 'ne', 'suppono', 'venias', 'atque', 'falsus', 'nomen', 'posco', 'ago', 'accipio', 'iubeo', 'ab', 'praeco', 'vocari', 'ipse', 'troiugenus', 'nam', 'vexant', 'limen', 'et', 'ipse', 'ego', 'do', 'praetor', 'do', 'deinde', 'tribunus', '.']"
Juvenal,Silver,Satires,"['sed', 'libertinus', 'prior', 'est', '.']",sed libertinus prior est .,"['sed', 'libertinus', 'prior', 'sum', '.']"
Juvenal,Silver,Satires,"['prior', 'inquit', 'ego', 'adsum', '.']",prior inquit ego adsum .,"['prior', 'inquam', 'ego', 'adsum', '.']"
Juvenal,Silver,Satires,"['cur', 'timeam', 'dubitemve', 'locum', 'defendere', '?']",cur timeam dubitemve locum defendere ?,"['cur', 'timeo', 'dubitemve', 'locus', 'defendo', '?']"
Juvenal,Silver,Satires,"['quamvis', 'natus', 'ad', 'euphraten', 'molles', 'quod', 'in', 'aure', 'fenestrae', 'arguerint', 'licet', 'ipse', 'negem', 'sed', 'quinque', 'tabernae', 'quadringenta', 'parant', 'quid', 'confert', 'purpura', 'maior', 'optandum', 'si', 'laurenti', 'custodit', 'in', 'agro', 'conductas', 'corvinus', 'oves', 'ego', 'possideo', 'plus', 'pallante', 'et', 'licinis', '?']",quamvis natus ad euphraten molles quod in aure fenestrae arguerint licet ipse negem sed quinque tabernae quadringenta parant quid confert purpura maior optandum si laurenti custodit in agro conductas corvinus oves ego possideo plus pallante et licinis ?,"['quamvis', 'nascor', 'ad', 'euphratens', 'mollis', 'quod', 'in', 'auris', 'fenestra', 'arguo', 'licet', 'ipse', 'nego', 'sed', 'quinque', 'tabernus', 'quadringo', 'paro', 'quis', 'confero', 'purpura', 'magnus', 'opto', 'si', 'laurens', 'custodio', 'in', 'ager', 'conduco', 'corvinus', 'oves', 'ego', 'possideo', 'plus', 'pallo', 'et', 'licina', '?']"
Juvenal,Silver,Satires,"['expectent', 'ergo', 'tribuni', 'vincant', 'divitiae', 'sacro', 'ne', 'cedat', 'honori', 'nuper', 'in', 'hanc', 'urbem', 'pedibus', 'qui', 'venerat', 'albis', 'quandoquidem', 'inter', 'nos', 'sanctissima', 'divitiarum', 'maiestas', 'etsi', 'funesta', 'pecunia', 'templo', 'nondum', 'habitas', 'nullas', 'nummorum', 'ereximus', 'aras', 'ut', 'colitur', 'pax', 'atque', 'fides', 'victoria', 'virtus', 'quaeque', 'salutate', 'crepitat', 'concordia', 'nido', '.']",expectent ergo tribuni vincant divitiae sacro ne cedat honori nuper in hanc urbem pedibus qui venerat albis quandoquidem inter nos sanctissima divitiarum maiestas etsi funesta pecunia templo nondum habitas nullas nummorum ereximus aras ut colitur pax atque fides victoria virtus quaeque salutate crepitat concordia nido .,"['exspecto', 'ergo', 'tribunus', 'vincant', 'divitiae', 'sacer', 'ne', 'cedo', 'honor', 'nuper', 'in', 'hic', 'urbis', 'pes', 'qui', 'venerat', 'albus', 'quandoquidem', 'inter', 'nos', 'sanctus', 'divitiarum', 'maiestas', 'etsi', 'funestus', 'pecunia', 'templum', 'nondum', 'habeo', 'nullus', 'nummus', 'erego', 'ara', 'ut', 'colo', 'pax', 'atque', 'fides', 'victoria', 'virtus', 'quisque', 'saluto', 'crepito', 'concordia', 'nidus', '.']"
Juvenal,Silver,Satires,"['sed', 'cum', 'summus', 'honor', 'finito', 'conputet', 'anno', 'sportula', 'quid', 'referat', 'quantum', 'rationibus', 'addat', 'quid', 'facient', 'comites', 'quibus', 'hinc', 'toga', 'calceus', 'hinc', 'est', 'et', 'panis', 'fumusque', 'domi', '?']",sed cum summus honor finito conputet anno sportula quid referat quantum rationibus addat quid facient comites quibus hinc toga calceus hinc est et panis fumusque domi ?,"['sed', 'cum', 'summus', 'honor', 'finio', 'conputo', 'annus', 'sportula', 'quis', 'refero', 'quantum', 'ratio', 'addo', 'quis', 'facio', 'comes', 'qui', 'hinc', 'togus', 'calceus', 'hinc', 'sum', 'et', 'panis', 'fumusque', 'domus', '?']"
Juvenal,Silver,Satires,"['densissima', 'centum', 'quadrantes', 'lectica', 'petit', 'sequiturque', 'maritum', 'languida', 'vel', 'praegnas', 'et', 'circumducitur', 'uxor', '.']",densissima centum quadrantes lectica petit sequiturque maritum languida vel praegnas et circumducitur uxor .,"['densis', 'centum', 'quadro', 'lecticus', 'peto', 'sequor', 'maretus', 'languidus', 'vel', 'praegnus', 'et', 'circumduco', 'uxor', '.']"
Juvenal,Silver,Satires,"['hic', 'petit', 'absenti', 'nota', 'iam', 'callidus', 'arte', 'ostendens', 'vacuam', 'et', 'clausam', 'pro', 'coniuge', 'sellam', 'galla', 'mea', 'est', 'inquit', 'citius', 'dimitte', 'moraris', '?']",hic petit absenti nota iam callidus arte ostendens vacuam et clausam pro coniuge sellam galla mea est inquit citius dimitte moraris ?,"['hic', 'peto', 'absum', 'nosco', 'iam', 'callidus', 'ars', 'ostendo', 'vacuam', 'et', 'claudo', 'pro', 'coniux', 'sella', 'galla', 'meus', 'sum', 'inquam', 'citius', 'dimitto', 'moraris', '?']"
Juvenal,Silver,Satires,"['profer', 'galla', 'caput', 'noli', 'vexare', 'quiescit', '.']",profer galla caput noli vexare quiescit .,"['profero', 'galla', 'caput', 'nolo', 'vexare', 'quiesco', '.']"
Juvenal,Silver,Satires,"['ipse', 'dies', 'pulchro', 'distinguitur', 'ordine', 'rerum', 'sportula', 'deinde', 'forum', 'iurisque', 'peritus', 'apollo', 'atque', 'triumphales', 'inter', 'quas', 'ausus', 'habere', 'nescio', 'quis', 'titulos', 'aegyptius', 'atque', 'arabarches', 'cuius', 'ad', 'effigiem', 'non', 'tantum', 'meiere', 'fas', 'est', '.']",ipse dies pulchro distinguitur ordine rerum sportula deinde forum iurisque peritus apollo atque triumphales inter quas ausus habere nescio quis titulos aegyptius atque arabarches cuius ad effigiem non tantum meiere fas est .,"['ipse', 'dies', 'pulcher', 'distinguo', 'ordo', 'res', 'sportula', 'deinde', 'forum', 'iurisquus', 'pereo', 'apollus', 'atque', 'triumphalis', 'inter', 'qui', 'audeo', 'habeo', 'nescio', 'quis', 'titulus', 'aegyptius', 'atque', 'arabarceo', 'qui', 'ad', 'effigies', 'non', 'tantum', 'meio', 'fas', 'sum', '.']"
Juvenal,Silver,Satires,"['vestibulis', 'abeunt', 'veteres', 'lassique', 'clientes', 'votaque', 'deponunt', 'quamquam', 'longissima', 'cenae', 'spes', 'homini', 'caulis', 'miseris', 'atque', 'ignis', 'emendus', '.']",vestibulis abeunt veteres lassique clientes votaque deponunt quamquam longissima cenae spes homini caulis miseris atque ignis emendus .,"['vestibulis', 'abeo', 'veteres', 'lassexuus', 'cliens', 'votaque', 'depono', 'quamquam', 'longus', 'coena', 'spes', 'homo', 'caulum', 'miser', 'atque', 'ignis', 'emengo', '.']"
Juvenal,Silver,Satires,"['optima', 'silvarum', 'interea', 'pelagique', 'vorabit', 'rex', 'horum', 'vacuisque', 'toris', 'cantum', 'ipse', 'iacebit', 'nam', 'de', 'tot', 'pulchris', 'et', 'latis', 'orbibus', 'et', 'tam', 'antiquis', 'una', 'comedunt', 'patrimonia', 'mensa', 'nullus', 'iam', 'parasitus', 'erit', '.']",optima silvarum interea pelagique vorabit rex horum vacuisque toris cantum ipse iacebit nam de tot pulchris et latis orbibus et tam antiquis una comedunt patrimonia mensa nullus iam parasitus erit .,"['bonus', 'silvarum', 'interea', 'pelagique', 'vorabit', 'rex', 'hic', 'vacuisque', 'torus', 'cantum', 'ipse', 'iaceo', 'nam', 'de', 'tot', 'pulcher', 'et', 'latis', 'orbis', 'et', 'tam', 'antiquus', 'unus', 'comedo', 'pateromonium', 'mensa', 'nullus', 'iam', 'parasitus', 'sum', '.']"
Juvenal,Silver,Satires,"['sed', 'quis', 'ferat', 'istas', 'luxuriae', 'sordes', '?']",sed quis ferat istas luxuriae sordes ?,"['sed', 'quis', 'fero', 'iste', 'luxuria', 'sordes', '?']"
Juvenal,Silver,Satires,"['quanta', 'est', 'gula', 'quae', 'sibi', 'totos', 'ponit', 'apros', 'animal', 'propter', 'convivia', 'natum', '!']",quanta est gula quae sibi totos ponit apros animal propter convivia natum !,"['quantus', 'sum', 'gula', 'qui', 'se', 'totus', 'pono', 'aprum', 'animal', 'propter', 'convivia', 'nascor', '!']"
